code,datetime,date,api,annee,mois,jour,url,fichier,taille,cahier
3011,1967-09-23 00:00,23 septembre 1967,http://collections.banq.qc.ca/api/service-notice?handle=52327/2777036,1967,9,23,http://collections.banq.qc.ca/retrieve/6587567,jrn03/devoir/src/1967/09/23/5226335_1967-09-23.pdf,20320265,5
3012,1967-09-30 00:00,30 septembre 1967,http://collections.banq.qc.ca/api/service-notice?handle=52327/2777043,1967,9,30,http://collections.banq.qc.ca/retrieve/6587581,jrn03/devoir/src/1967/09/30/5226335_1967-09-30.pdf,19201114,5
3013,1967-10-07 00:00,7 octobre 1967,http://collections.banq.qc.ca/api/service-notice?handle=52327/2777049,1967,10,7,http://collections.banq.qc.ca/retrieve/6587593,jrn03/devoir/src/1967/10/07/5226335_1967-10-07.pdf,16557363,5
3014,1967-10-14 00:00,14 octobre 1967,http://collections.banq.qc.ca/api/service-notice?handle=52327/2777055,1967,10,14,http://collections.banq.qc.ca/retrieve/6587605,jrn03/devoir/src/1967/10/14/5226335_1967-10-14.pdf,16948790,5
3015,1967-10-21 00:00,21 octobre 1967,http://collections.banq.qc.ca/api/service-notice?handle=52327/2777061,1967,10,21,http://collections.banq.qc.ca/retrieve/6587617,jrn03/devoir/src/1967/10/21/5226335_1967-10-21.pdf,16317436,5
3016,1967-10-28 00:00,28 octobre 1967,http://collections.banq.qc.ca/api/service-notice?handle=52327/2777067,1967,10,28,http://collections.banq.qc.ca/retrieve/6587629,jrn03/devoir/src/1967/10/28/5226335_1967-10-28.pdf,17035480,5
3017,1967-11-04 00:00,4 novembre 1967,http://collections.banq.qc.ca/api/service-notice?handle=52327/2777074,1967,11,4,http://collections.banq.qc.ca/retrieve/6587643,jrn03/devoir/src/1967/11/04/5226335_1967-11-04.pdf,18042386,5
3018,1967-11-11 00:00,11 novembre 1967,http://collections.banq.qc.ca/api/service-notice?handle=52327/2777080,1967,11,11,http://collections.banq.qc.ca/retrieve/6587655,jrn03/devoir/src/1967/11/11/5226335_1967-11-11.pdf,16674979,5
3019,1967-11-18 00:00,18 novembre 1967,http://collections.banq.qc.ca/api/service-notice?handle=52327/2777086,1967,11,18,http://collections.banq.qc.ca/retrieve/6587667,jrn03/devoir/src/1967/11/18/5226335_1967-11-18.pdf,20504927,5
3020,1967-11-25 00:00,25 novembre 1967,http://collections.banq.qc.ca/api/service-notice?handle=52327/2777093,1967,11,25,http://collections.banq.qc.ca/retrieve/6587681,jrn03/devoir/src/1967/11/25/5226335_1967-11-25.pdf,16771465,5
3021,1967-12-02 00:00,2 décembre 1967,http://collections.banq.qc.ca/api/service-notice?handle=52327/2777102,1967,12,2,http://collections.banq.qc.ca/retrieve/6587699,jrn03/devoir/src/1967/12/02/5226335_1967-12-02.pdf,16370685,5
3022,1967-12-09 00:00,9 décembre 1967,http://collections.banq.qc.ca/api/service-notice?handle=52327/2777108,1967,12,9,http://collections.banq.qc.ca/retrieve/6587711,jrn03/devoir/src/1967/12/09/5226335_1967-12-09.pdf,25448154,5
3023,1967-12-16 00:00,16 décembre 1967,http://collections.banq.qc.ca/api/service-notice?handle=52327/2777114,1967,12,16,http://collections.banq.qc.ca/retrieve/6587723,jrn03/devoir/src/1967/12/16/5226335_1967-12-16.pdf,15564771,5
3024,1967-12-23 00:00,23 décembre 1967,http://collections.banq.qc.ca/api/service-notice?handle=52327/2777120,1967,12,23,http://collections.banq.qc.ca/retrieve/6587735,jrn03/devoir/src/1967/12/23/5226335_1967-12-23.pdf,15858199,5
3025,1967-12-30 00:00,30 décembre 1967,http://collections.banq.qc.ca/api/service-notice?handle=52327/2777125,1967,12,30,http://collections.banq.qc.ca/retrieve/6587745,jrn03/devoir/src/1967/12/30/5226335_1967-12-30.pdf,19256752,5
3026,1968-01-06 00:00,6 janvier 1968,http://collections.banq.qc.ca/api/service-notice?handle=52327/2777129,1968,1,6,http://collections.banq.qc.ca/retrieve/6587753,jrn03/devoir/src/1968/01/06/5226335_1968-01-06.pdf,12851210,5
3027,1968-01-13 00:00,13 janvier 1968,http://collections.banq.qc.ca/api/service-notice?handle=52327/2777135,1968,1,13,http://collections.banq.qc.ca/retrieve/6587765,jrn03/devoir/src/1968/01/13/5226335_1968-01-13.pdf,16291338,5
3028,1968-01-20 00:00,20 janvier 1968,http://collections.banq.qc.ca/api/service-notice?handle=52327/2777142,1968,1,20,http://collections.banq.qc.ca/retrieve/6587779,jrn03/devoir/src/1968/01/20/5226335_1968-01-20.pdf,15767361,5
3029,1968-01-27 00:00,27 janvier 1968,http://collections.banq.qc.ca/api/service-notice?handle=52327/2777148,1968,1,27,http://collections.banq.qc.ca/retrieve/6587791,jrn03/devoir/src/1968/01/27/5226335_1968-01-27.pdf,11744327,5
3030,1968-02-03 00:00,3 février 1968,http://collections.banq.qc.ca/api/service-notice?handle=52327/2777154,1968,2,3,http://collections.banq.qc.ca/retrieve/6587803,jrn03/devoir/src/1968/02/03/5226335_1968-02-03.pdf,15720234,5
3031,1968-02-10 00:00,10 février 1968,http://collections.banq.qc.ca/api/service-notice?handle=52327/2777160,1968,2,10,http://collections.banq.qc.ca/retrieve/6587815,jrn03/devoir/src/1968/02/10/5226335_1968-02-10.pdf,13845997,5
3032,1968-02-17 00:00,17 février 1968,http://collections.banq.qc.ca/api/service-notice?handle=52327/2777167,1968,2,17,http://collections.banq.qc.ca/retrieve/6587829,jrn03/devoir/src/1968/02/17/5226335_1968-02-17.pdf,15270150,5
3033,1968-02-24 00:00,24 février 1968,http://collections.banq.qc.ca/api/service-notice?handle=52327/2777173,1968,2,24,http://collections.banq.qc.ca/retrieve/6587841,jrn03/devoir/src/1968/02/24/5226335_1968-02-24.pdf,15295512,5
3034,1968-03-02 00:00,2 mars 1968,http://collections.banq.qc.ca/api/service-notice?handle=52327/2777179,1968,3,2,http://collections.banq.qc.ca/retrieve/6587853,jrn03/devoir/src/1968/03/02/5226335_1968-03-02.pdf,16088103,5
3035,1968-03-09 00:00,9 mars 1968,http://collections.banq.qc.ca/api/service-notice?handle=52327/2777185,1968,3,9,http://collections.banq.qc.ca/retrieve/6587865,jrn03/devoir/src/1968/03/09/5226335_1968-03-09.pdf,16120440,5
3036,1968-03-16 00:00,16 mars 1968,http://collections.banq.qc.ca/api/service-notice?handle=52327/2777191,1968,3,16,http://collections.banq.qc.ca/retrieve/6587877,jrn03/devoir/src/1968/03/16/5226335_1968-03-16.pdf,16043377,5
3037,1968-03-23 00:00,23 mars 1968,http://collections.banq.qc.ca/api/service-notice?handle=52327/2777197,1968,3,23,http://collections.banq.qc.ca/retrieve/6587889,jrn03/devoir/src/1968/03/23/5226335_1968-03-23.pdf,19300075,5
3038,1968-03-30 00:00,30 mars 1968,http://collections.banq.qc.ca/api/service-notice?handle=52327/2777203,1968,3,30,http://collections.banq.qc.ca/retrieve/6587901,jrn03/devoir/src/1968/03/30/5226335_1968-03-30.pdf,22248920,5
3039,1968-04-06 00:00,6 avril 1968,http://collections.banq.qc.ca/api/service-notice?handle=52327/2777209,1968,4,6,http://collections.banq.qc.ca/retrieve/6587913,jrn03/devoir/src/1968/04/06/5226335_1968-04-06.pdf,19414334,5
3040,1968-04-13 00:00,13 avril 1968,http://collections.banq.qc.ca/api/service-notice?handle=52327/2777215,1968,4,13,http://collections.banq.qc.ca/retrieve/6587925,jrn03/devoir/src/1968/04/13/5226335_1968-04-13.pdf,19745118,5
3041,1968-04-20 00:00,20 avril 1968,http://collections.banq.qc.ca/api/service-notice?handle=52327/2777221,1968,4,20,http://collections.banq.qc.ca/retrieve/6587937,jrn03/devoir/src/1968/04/20/5226335_1968-04-20.pdf,16337498,5
3042,1968-04-27 00:00,27 avril 1968,http://collections.banq.qc.ca/api/service-notice?handle=52327/2777227,1968,4,27,http://collections.banq.qc.ca/retrieve/6587949,jrn03/devoir/src/1968/04/27/5226335_1968-04-27.pdf,19813527,5
3043,1968-05-04 00:00,4 mai 1968,http://collections.banq.qc.ca/api/service-notice?handle=52327/2777233,1968,5,4,http://collections.banq.qc.ca/retrieve/6587961,jrn03/devoir/src/1968/05/04/5226335_1968-05-04.pdf,16275288,5
3044,1968-05-11 00:00,11 mai 1968,http://collections.banq.qc.ca/api/service-notice?handle=52327/2777239,1968,5,11,http://collections.banq.qc.ca/retrieve/6587973,jrn03/devoir/src/1968/05/11/5226335_1968-05-11.pdf,19698643,5
3045,1968-05-18 00:00,18 mai 1968,http://collections.banq.qc.ca/api/service-notice?handle=52327/2777245,1968,5,18,http://collections.banq.qc.ca/retrieve/6587985,jrn03/devoir/src/1968/05/18/5226335_1968-05-18.pdf,19312195,5
3046,1968-05-25 00:00,25 mai 1968,http://collections.banq.qc.ca/api/service-notice?handle=52327/2777251,1968,5,25,http://collections.banq.qc.ca/retrieve/6587997,jrn03/devoir/src/1968/05/25/5226335_1968-05-25.pdf,16565952,5
3047,1968-06-01 00:00,1 juin 1968,http://collections.banq.qc.ca/api/service-notice?handle=52327/2777257,1968,6,1,http://collections.banq.qc.ca/retrieve/6588009,jrn03/devoir/src/1968/06/01/5226335_1968-06-01.pdf,20582797,5
3048,1968-06-08 00:00,8 juin 1968,http://collections.banq.qc.ca/api/service-notice?handle=52327/2777263,1968,6,8,http://collections.banq.qc.ca/retrieve/6588021,jrn03/devoir/src/1968/06/08/5226335_1968-06-08.pdf,17081959,5
3049,1968-06-15 00:00,15 juin 1968,http://collections.banq.qc.ca/api/service-notice?handle=52327/2777269,1968,6,15,http://collections.banq.qc.ca/retrieve/6588033,jrn03/devoir/src/1968/06/15/5226335_1968-06-15.pdf,15986916,5
3050,1968-06-22 00:00,22 juin 1968,http://collections.banq.qc.ca/api/service-notice?handle=52327/2777275,1968,6,22,http://collections.banq.qc.ca/retrieve/6588045,jrn03/devoir/src/1968/06/22/5226335_1968-06-22.pdf,24627046,5
3051,1968-06-29 00:00,29 juin 1968,http://collections.banq.qc.ca/api/service-notice?handle=52327/2777281,1968,6,29,http://collections.banq.qc.ca/retrieve/6588057,jrn03/devoir/src/1968/06/29/5226335_1968-06-29.pdf,17729426,5
3052,1968-07-06 00:00,6 juillet 1968,http://collections.banq.qc.ca/api/service-notice?handle=52327/2777287,1968,7,6,http://collections.banq.qc.ca/retrieve/6588069,jrn03/devoir/src/1968/07/06/5226335_1968-07-06.pdf,14010110,5
3053,1968-07-13 00:00,13 juillet 1968,http://collections.banq.qc.ca/api/service-notice?handle=52327/2777293,1968,7,13,http://collections.banq.qc.ca/retrieve/6588081,jrn03/devoir/src/1968/07/13/5226335_1968-07-13.pdf,14192050,5
3054,1968-07-20 00:00,20 juillet 1968,http://collections.banq.qc.ca/api/service-notice?handle=52327/2777299,1968,7,20,http://collections.banq.qc.ca/retrieve/6588093,jrn03/devoir/src/1968/07/20/5226335_1968-07-20.pdf,14568099,5
3055,1968-07-27 00:00,27 juillet 1968,http://collections.banq.qc.ca/api/service-notice?handle=52327/2777305,1968,7,27,http://collections.banq.qc.ca/retrieve/6588105,jrn03/devoir/src/1968/07/27/5226335_1968-07-27.pdf,12232761,5
3056,1968-08-03 00:00,3 août 1968,http://collections.banq.qc.ca/api/service-notice?handle=52327/2777311,1968,8,3,http://collections.banq.qc.ca/retrieve/6588117,jrn03/devoir/src/1968/08/03/5226335_1968-08-03.pdf,12862229,5
3057,1968-08-10 00:00,10 août 1968,http://collections.banq.qc.ca/api/service-notice?handle=52327/2777317,1968,8,10,http://collections.banq.qc.ca/retrieve/6588129,jrn03/devoir/src/1968/08/10/5226335_1968-08-10.pdf,14764564,5
3058,1968-08-17 00:00,17 août 1968,http://collections.banq.qc.ca/api/service-notice?handle=52327/2777323,1968,8,17,http://collections.banq.qc.ca/retrieve/6588141,jrn03/devoir/src/1968/08/17/5226335_1968-08-17.pdf,14564116,5
3059,1968-08-24 00:00,24 août 1968,http://collections.banq.qc.ca/api/service-notice?handle=52327/2777329,1968,8,24,http://collections.banq.qc.ca/retrieve/6588153,jrn03/devoir/src/1968/08/24/5226335_1968-08-24.pdf,13672269,5
3060,1968-08-31 00:00,31 août 1968,http://collections.banq.qc.ca/api/service-notice?handle=52327/2777335,1968,8,31,http://collections.banq.qc.ca/retrieve/6588165,jrn03/devoir/src/1968/08/31/5226335_1968-08-31.pdf,13812486,5
3061,1968-09-07 00:00,7 septembre 1968,http://collections.banq.qc.ca/api/service-notice?handle=52327/2777341,1968,9,7,http://collections.banq.qc.ca/retrieve/6588177,jrn03/devoir/src/1968/09/07/5226335_1968-09-07.pdf,16759040,5
3062,1968-09-14 00:00,14 septembre 1968,http://collections.banq.qc.ca/api/service-notice?handle=52327/2777347,1968,9,14,http://collections.banq.qc.ca/retrieve/6588189,jrn03/devoir/src/1968/09/14/5226335_1968-09-14.pdf,17092630,5
3063,1968-09-21 00:00,21 septembre 1968,http://collections.banq.qc.ca/api/service-notice?handle=52327/2777353,1968,9,21,http://collections.banq.qc.ca/retrieve/6588201,jrn03/devoir/src/1968/09/21/5226335_1968-09-21.pdf,20859383,5
3064,1968-09-28 00:00,28 septembre 1968,http://collections.banq.qc.ca/api/service-notice?handle=52327/2777359,1968,9,28,http://collections.banq.qc.ca/retrieve/6588213,jrn03/devoir/src/1968/09/28/5226335_1968-09-28.pdf,20064975,5
3065,1968-10-05 00:00,5 octobre 1968,http://collections.banq.qc.ca/api/service-notice?handle=52327/2777365,1968,10,5,http://collections.banq.qc.ca/retrieve/6588225,jrn03/devoir/src/1968/10/05/5226335_1968-10-05.pdf,19941739,5
3066,1968-10-12 00:00,12 octobre 1968,http://collections.banq.qc.ca/api/service-notice?handle=52327/2777372,1968,10,12,http://collections.banq.qc.ca/retrieve/6588239,jrn03/devoir/src/1968/10/12/5226335_1968-10-12.pdf,18261771,5
3067,1968-10-19 00:00,19 octobre 1968,http://collections.banq.qc.ca/api/service-notice?handle=52327/2777378,1968,10,19,http://collections.banq.qc.ca/retrieve/6588251,jrn03/devoir/src/1968/10/19/5226335_1968-10-19.pdf,18422074,5
3068,1968-10-26 00:00,26 octobre 1968,http://collections.banq.qc.ca/api/service-notice?handle=52327/2777384,1968,10,26,http://collections.banq.qc.ca/retrieve/6588263,jrn03/devoir/src/1968/10/26/5226335_1968-10-26.pdf,18179059,5
3069,1968-11-02 00:00,2 novembre 1968,http://collections.banq.qc.ca/api/service-notice?handle=52327/2777390,1968,11,2,http://collections.banq.qc.ca/retrieve/6588275,jrn03/devoir/src/1968/11/02/5226335_1968-11-02.pdf,18249138,5
3070,1968-11-09 00:00,9 novembre 1968,http://collections.banq.qc.ca/api/service-notice?handle=52327/2777396,1968,11,9,http://collections.banq.qc.ca/retrieve/6588287,jrn03/devoir/src/1968/11/09/5226335_1968-11-09.pdf,21616921,5
3071,1968-11-16 00:00,16 novembre 1968,http://collections.banq.qc.ca/api/service-notice?handle=52327/2777402,1968,11,16,http://collections.banq.qc.ca/retrieve/6588299,jrn03/devoir/src/1968/11/16/5226335_1968-11-16.pdf,20343537,5
3072,1968-11-23 00:00,23 novembre 1968,http://collections.banq.qc.ca/api/service-notice?handle=52327/2777408,1968,11,23,http://collections.banq.qc.ca/retrieve/6588311,jrn03/devoir/src/1968/11/23/5226335_1968-11-23.pdf,18204482,5
3073,1968-11-30 00:00,30 novembre 1968,http://collections.banq.qc.ca/api/service-notice?handle=52327/2777414,1968,11,30,http://collections.banq.qc.ca/retrieve/6588323,jrn03/devoir/src/1968/11/30/5226335_1968-11-30.pdf,22430345,5
3074,1968-12-07 00:00,7 décembre 1968,http://collections.banq.qc.ca/api/service-notice?handle=52327/2777420,1968,12,7,http://collections.banq.qc.ca/retrieve/6588335,jrn03/devoir/src/1968/12/07/5226335_1968-12-07.pdf,33601894,5
3075,1968-12-14 00:00,14 décembre 1968,http://collections.banq.qc.ca/api/service-notice?handle=52327/2777426,1968,12,14,http://collections.banq.qc.ca/retrieve/6588347,jrn03/devoir/src/1968/12/14/5226335_1968-12-14.pdf,21939747,5
3076,1968-12-21 00:00,21 décembre 1968,http://collections.banq.qc.ca/api/service-notice?handle=52327/2777432,1968,12,21,http://collections.banq.qc.ca/retrieve/6588359,jrn03/devoir/src/1968/12/21/5226335_1968-12-21.pdf,18476056,5
3077,1968-12-28 00:00,28 décembre 1968,http://collections.banq.qc.ca/api/service-notice?handle=52327/2777437,1968,12,28,http://collections.banq.qc.ca/retrieve/6588369,jrn03/devoir/src/1968/12/28/5226335_1968-12-28.pdf,15315252,5
3078,1969-01-04 00:00,4 janvier 1969,http://collections.banq.qc.ca/api/service-notice?handle=52327/2777441,1969,1,4,http://collections.banq.qc.ca/retrieve/6588377,jrn03/devoir/src/1969/01/04/5226335_1969-01-04.pdf,14674491,5
3079,1969-01-11 00:00,11 janvier 1969,http://collections.banq.qc.ca/api/service-notice?handle=52327/2777447,1969,1,11,http://collections.banq.qc.ca/retrieve/6588389,jrn03/devoir/src/1969/01/11/5226335_1969-01-11.pdf,20061940,5
3080,1969-01-18 00:00,18 janvier 1969,http://collections.banq.qc.ca/api/service-notice?handle=52327/2777453,1969,1,18,http://collections.banq.qc.ca/retrieve/6588401,jrn03/devoir/src/1969/01/18/5226335_1969-01-18.pdf,20587837,5
3081,1969-01-25 00:00,25 janvier 1969,http://collections.banq.qc.ca/api/service-notice?handle=52327/2777459,1969,1,25,http://collections.banq.qc.ca/retrieve/6588413,jrn03/devoir/src/1969/01/25/5226335_1969-01-25.pdf,21029826,5
3082,1969-02-01 00:00,1 février 1969,http://collections.banq.qc.ca/api/service-notice?handle=52327/2777465,1969,2,1,http://collections.banq.qc.ca/retrieve/6588425,jrn03/devoir/src/1969/02/01/5226335_1969-02-01.pdf,17415112,5
3083,1969-02-08 00:00,8 février 1969,http://collections.banq.qc.ca/api/service-notice?handle=52327/2777471,1969,2,8,http://collections.banq.qc.ca/retrieve/6588437,jrn03/devoir/src/1969/02/08/5226335_1969-02-08.pdf,20884660,5
3084,1969-02-15 00:00,15 février 1969,http://collections.banq.qc.ca/api/service-notice?handle=52327/2777477,1969,2,15,http://collections.banq.qc.ca/retrieve/6588449,jrn03/devoir/src/1969/02/15/5226335_1969-02-15.pdf,23262315,5
3085,1969-02-22 00:00,22 février 1969,http://collections.banq.qc.ca/api/service-notice?handle=52327/2777483,1969,2,22,http://collections.banq.qc.ca/retrieve/6588461,jrn03/devoir/src/1969/02/22/5226335_1969-02-22.pdf,20304834,5
3086,1969-03-01 00:00,1 mars 1969,http://collections.banq.qc.ca/api/service-notice?handle=52327/2777490,1969,3,1,http://collections.banq.qc.ca/retrieve/6588475,jrn03/devoir/src/1969/03/01/5226335_1969-03-01.pdf,19936136,5
3087,1969-03-08 00:00,8 mars 1969,http://collections.banq.qc.ca/api/service-notice?handle=52327/2777497,1969,3,8,http://collections.banq.qc.ca/retrieve/6588489,jrn03/devoir/src/1969/03/08/5226335_1969-03-08.pdf,19959167,5
3088,1969-03-15 00:00,15 mars 1969,http://collections.banq.qc.ca/api/service-notice?handle=52327/2777506,1969,3,15,http://collections.banq.qc.ca/retrieve/6588507,jrn03/devoir/src/1969/03/15/5226335_1969-03-15.pdf,19723382,5
3089,1969-03-22 00:00,22 mars 1969,http://collections.banq.qc.ca/api/service-notice?handle=52327/2777512,1969,3,22,http://collections.banq.qc.ca/retrieve/6588519,jrn03/devoir/src/1969/03/22/5226335_1969-03-22.pdf,19507770,5
3090,1969-03-29 00:00,29 mars 1969,http://collections.banq.qc.ca/api/service-notice?handle=52327/2777518,1969,3,29,http://collections.banq.qc.ca/retrieve/6588531,jrn03/devoir/src/1969/03/29/5226335_1969-03-29.pdf,24097282,5
3091,1969-04-05 00:00,5 avril 1969,http://collections.banq.qc.ca/api/service-notice?handle=52327/2777524,1969,4,5,http://collections.banq.qc.ca/retrieve/6588543,jrn03/devoir/src/1969/04/05/5226335_1969-04-05.pdf,19187753,5
3092,1969-04-12 00:00,12 avril 1969,http://collections.banq.qc.ca/api/service-notice?handle=52327/2777530,1969,4,12,http://collections.banq.qc.ca/retrieve/6588555,jrn03/devoir/src/1969/04/12/5226335_1969-04-12.pdf,22146326,5
3093,1969-04-19 00:00,19 avril 1969,http://collections.banq.qc.ca/api/service-notice?handle=52327/2777536,1969,4,19,http://collections.banq.qc.ca/retrieve/6588567,jrn03/devoir/src/1969/04/19/5226335_1969-04-19.pdf,19786561,5
3094,1969-04-26 00:00,26 avril 1969,http://collections.banq.qc.ca/api/service-notice?handle=52327/2777542,1969,4,26,http://collections.banq.qc.ca/retrieve/6588579,jrn03/devoir/src/1969/04/26/5226335_1969-04-26.pdf,19400442,5
3095,1969-05-03 00:00,3 mai 1969,http://collections.banq.qc.ca/api/service-notice?handle=52327/2777548,1969,5,3,http://collections.banq.qc.ca/retrieve/6588591,jrn03/devoir/src/1969/05/03/5226335_1969-05-03.pdf,22462909,5
3096,1969-05-10 00:00,10 mai 1969,http://collections.banq.qc.ca/api/service-notice?handle=52327/2777554,1969,5,10,http://collections.banq.qc.ca/retrieve/6588603,jrn03/devoir/src/1969/05/10/5226335_1969-05-10.pdf,22349291,5
3097,1969-05-17 00:00,17 mai 1969,http://collections.banq.qc.ca/api/service-notice?handle=52327/2777560,1969,5,17,http://collections.banq.qc.ca/retrieve/6588615,jrn03/devoir/src/1969/05/17/5226335_1969-05-17.pdf,19438679,5
3098,1969-05-24 00:00,24 mai 1969,http://collections.banq.qc.ca/api/service-notice?handle=52327/2777566,1969,5,24,http://collections.banq.qc.ca/retrieve/6588627,jrn03/devoir/src/1969/05/24/5226335_1969-05-24.pdf,20605474,5
3099,1969-05-31 00:00,31 mai 1969,http://collections.banq.qc.ca/api/service-notice?handle=52327/2777572,1969,5,31,http://collections.banq.qc.ca/retrieve/6588639,jrn03/devoir/src/1969/05/31/5226335_1969-05-31.pdf,20743311,5
3100,1969-06-07 00:00,7 juin 1969,http://collections.banq.qc.ca/api/service-notice?handle=52327/2777578,1969,6,7,http://collections.banq.qc.ca/retrieve/6588651,jrn03/devoir/src/1969/06/07/5226335_1969-06-07.pdf,20218402,5
3101,1969-06-14 00:00,14 juin 1969,http://collections.banq.qc.ca/api/service-notice?handle=52327/2777584,1969,6,14,http://collections.banq.qc.ca/retrieve/6588663,jrn03/devoir/src/1969/06/14/5226335_1969-06-14.pdf,16201380,5
3102,1969-06-21 00:00,21 juin 1969,http://collections.banq.qc.ca/api/service-notice?handle=52327/2777590,1969,6,21,http://collections.banq.qc.ca/retrieve/6588675,jrn03/devoir/src/1969/06/21/5226335_1969-06-21.pdf,15199285,5
3103,1969-06-28 00:00,28 juin 1969,http://collections.banq.qc.ca/api/service-notice?handle=52327/2777596,1969,6,28,http://collections.banq.qc.ca/retrieve/6588687,jrn03/devoir/src/1969/06/28/5226335_1969-06-28.pdf,16184475,5
3104,1969-07-05 00:00,5 juillet 1969,http://collections.banq.qc.ca/api/service-notice?handle=52327/2777602,1969,7,5,http://collections.banq.qc.ca/retrieve/6588699,jrn03/devoir/src/1969/07/05/5226335_1969-07-05.pdf,15138885,5
3105,1969-07-12 00:00,12 juillet 1969,http://collections.banq.qc.ca/api/service-notice?handle=52327/2777608,1969,7,12,http://collections.banq.qc.ca/retrieve/6588711,jrn03/devoir/src/1969/07/12/5226335_1969-07-12.pdf,18182938,5
3106,1969-07-19 00:00,19 juillet 1969,http://collections.banq.qc.ca/api/service-notice?handle=52327/2777614,1969,7,19,http://collections.banq.qc.ca/retrieve/6588723,jrn03/devoir/src/1969/07/19/5226335_1969-07-19.pdf,17916535,5
3107,1969-07-26 00:00,26 juillet 1969,http://collections.banq.qc.ca/api/service-notice?handle=52327/2777620,1969,7,26,http://collections.banq.qc.ca/retrieve/6588735,jrn03/devoir/src/1969/07/26/5226335_1969-07-26.pdf,14049363,5
3108,1969-08-02 00:00,2 août 1969,http://collections.banq.qc.ca/api/service-notice?handle=52327/2777626,1969,8,2,http://collections.banq.qc.ca/retrieve/6588747,jrn03/devoir/src/1969/08/02/5226335_1969-08-02.pdf,13961248,5
3109,1969-08-09 00:00,9 août 1969,http://collections.banq.qc.ca/api/service-notice?handle=52327/2777632,1969,8,9,http://collections.banq.qc.ca/retrieve/6588759,jrn03/devoir/src/1969/08/09/5226335_1969-08-09.pdf,14451912,5
3110,1969-08-16 00:00,16 août 1969,http://collections.banq.qc.ca/api/service-notice?handle=52327/2777638,1969,8,16,http://collections.banq.qc.ca/retrieve/6588771,jrn03/devoir/src/1969/08/16/5226335_1969-08-16.pdf,16006105,5
3111,1969-08-23 00:00,23 août 1969,http://collections.banq.qc.ca/api/service-notice?handle=52327/2777644,1969,8,23,http://collections.banq.qc.ca/retrieve/6588783,jrn03/devoir/src/1969/08/23/5226335_1969-08-23.pdf,15201706,5
3112,1969-08-30 00:00,30 août 1969,http://collections.banq.qc.ca/api/service-notice?handle=52327/2777650,1969,8,30,http://collections.banq.qc.ca/retrieve/6588795,jrn03/devoir/src/1969/08/30/5226335_1969-08-30.pdf,15253217,5
3113,1969-09-06 00:00,6 septembre 1969,http://collections.banq.qc.ca/api/service-notice?handle=52327/2777656,1969,9,6,http://collections.banq.qc.ca/retrieve/6588807,jrn03/devoir/src/1969/09/06/5226335_1969-09-06.pdf,19022989,5
3114,1969-09-13 00:00,13 septembre 1969,http://collections.banq.qc.ca/api/service-notice?handle=52327/2777662,1969,9,13,http://collections.banq.qc.ca/retrieve/6588819,jrn03/devoir/src/1969/09/13/5226335_1969-09-13.pdf,18557043,5
3115,1969-09-20 00:00,20 septembre 1969,http://collections.banq.qc.ca/api/service-notice?handle=52327/2777668,1969,9,20,http://collections.banq.qc.ca/retrieve/6588831,jrn03/devoir/src/1969/09/20/5226335_1969-09-20.pdf,18908990,5
3116,1969-09-27 00:00,27 septembre 1969,http://collections.banq.qc.ca/api/service-notice?handle=52327/2777674,1969,9,27,http://collections.banq.qc.ca/retrieve/6588843,jrn03/devoir/src/1969/09/27/5226335_1969-09-27.pdf,18302769,5
3117,1969-10-04 00:00,4 octobre 1969,http://collections.banq.qc.ca/api/service-notice?handle=52327/2777680,1969,10,4,http://collections.banq.qc.ca/retrieve/6588855,jrn03/devoir/src/1969/10/04/5226335_1969-10-04.pdf,18499537,5
3118,1969-10-11 00:00,11 octobre 1969,http://collections.banq.qc.ca/api/service-notice?handle=52327/2777686,1969,10,11,http://collections.banq.qc.ca/retrieve/6588867,jrn03/devoir/src/1969/10/11/5226335_1969-10-11.pdf,18727321,5
3119,1969-10-18 00:00,18 octobre 1969,http://collections.banq.qc.ca/api/service-notice?handle=52327/2777692,1969,10,18,http://collections.banq.qc.ca/retrieve/6588879,jrn03/devoir/src/1969/10/18/5226335_1969-10-18.pdf,18226418,5
3120,1969-10-25 00:00,25 octobre 1969,http://collections.banq.qc.ca/api/service-notice?handle=52327/2777698,1969,10,25,http://collections.banq.qc.ca/retrieve/6588891,jrn03/devoir/src/1969/10/25/5226335_1969-10-25.pdf,23067993,5
3121,1969-11-01 00:00,1 novembre 1969,http://collections.banq.qc.ca/api/service-notice?handle=52327/2777704,1969,11,1,http://collections.banq.qc.ca/retrieve/6588903,jrn03/devoir/src/1969/11/01/5226335_1969-11-01.pdf,18942574,5
3122,1969-11-08 00:00,8 novembre 1969,http://collections.banq.qc.ca/api/service-notice?handle=52327/2777711,1969,11,8,http://collections.banq.qc.ca/retrieve/6588917,jrn03/devoir/src/1969/11/08/5226335_1969-11-08.pdf,23247892,5
3123,1969-11-15 00:00,15 novembre 1969,http://collections.banq.qc.ca/api/service-notice?handle=52327/2777718,1969,11,15,http://collections.banq.qc.ca/retrieve/6588931,jrn03/devoir/src/1969/11/15/5226335_1969-11-15.pdf,17602131,5
3124,1969-11-22 00:00,22 novembre 1969,http://collections.banq.qc.ca/api/service-notice?handle=52327/2777724,1969,11,22,http://collections.banq.qc.ca/retrieve/6588943,jrn03/devoir/src/1969/11/22/5226335_1969-11-22.pdf,22430015,5
